,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Year,Month,Day,spray_info,SprayDate,SprayDistance,SprayLatitude,SprayLongitude,Weather_Info,HeatMonthAvg,CoolMonthAvg,PrecipMonthAvg
7023,2011-07-29,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7024,2011-07-29,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7025,2011-07-29,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7026,2011-07-29,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,3,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7027,2011-07-29,"South Torrence Avenue, Chicago, IL, USA",CULEX RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7028,2011-07-29,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,3,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7029,2011-07-29,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7030,2011-07-29,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,3,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7031,2011-07-29,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX TERRITANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7032,2011-07-29,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7033,2011-07-29,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,9,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7034,2011-07-29,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,9,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7035,2011-07-29,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,3,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7036,2011-07-29,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,4,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7037,2011-07-29,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7038,2011-07-29,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,7,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7039,2011-07-29,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,4,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7040,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,11,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7041,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,26,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7042,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7043,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,21,1,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7044,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,6,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7045,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,21,1,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7046,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,5,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7047,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,9,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7048,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,17,1,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7049,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,6,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7050,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,46,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7051,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,9,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7052,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,9,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7053,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,13,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7054,2011-07-29,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,41,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7055,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,18,1,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7056,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,15,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7057,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,10,1,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7058,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,23,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7059,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,19,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7060,2011-07-29,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8,4,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7061,2011-07-29,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,40,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7062,2011-07-29,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,50,1,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7063,2011-07-29,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,4,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7064,2011-07-29,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,3,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7065,2011-07-29,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,2,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7066,2011-07-29,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,2,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7067,2011-07-29,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7068,2011-07-29,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX RESTUANS,17, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7069,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,19,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7070,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,21,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7071,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,3,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7072,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX SALINARIUS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7073,2011-07-29,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,50,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7074,2011-07-29,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,27,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7075,2011-07-29,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,4,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7076,2011-07-29,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8,3,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7077,2011-07-29,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX RESTUANS,51, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,2,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7078,2011-07-29,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,17, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7079,2011-07-29,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,6,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7080,2011-07-29,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,1,0,2011,7,29,none,,0.0,0.0,0.0,0|15|0.2475,0,15,0.2475
7081,2011-08-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,21,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7082,2011-08-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7083,2011-08-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,2,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7084,2011-08-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,11,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7085,2011-08-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7086,2011-08-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7087,2011-08-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7088,2011-08-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7089,2011-08-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7090,2011-08-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,2,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7091,2011-08-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,18,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7092,2011-08-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7093,2011-08-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,4,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7094,2011-08-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,16,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7095,2011-08-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,4,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7096,2011-08-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7097,2011-08-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7098,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,4,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7099,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,3,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7100,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,2,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7101,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX TERRITANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7102,2011-08-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,20,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7103,2011-08-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,6,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7104,2011-08-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,5,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7105,2011-08-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,4,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7106,2011-08-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX TERRITANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,1,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7107,2011-08-05,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,3,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7108,2011-08-05,"Chicago, IL, USA",CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,3,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7109,2011-08-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,15,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7110,2011-08-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,4,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7111,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,26,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7112,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,26,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7113,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,10,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7114,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,11,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
7115,2011-08-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,13,0,2011,8,5,none,,0.0,0.0,0.0,0|9|0.1363,0,9,0.1363
